company_id	company_name	target_city	sector	account_tier	revenue_aed_bn	revenue_band	revenue_growth_12m_pct	employee_count	primary_fractional_cxo	primary_need_score	secondary_fractional_cxo	secondary_need_score	recommended_service_package	service_mix	estimated_annual_savings_aed	estimated_savings_pct	expected_annual_contract_value_aed	expected_account_ltv_aed	win_probability	weighted_pipeline_value_aed	urgency_score	urgency_tier	pain_archetype	maturity_segment	ai_supported_roles	ai_agent_addons	ideal_next_action	ebitda_margin_pct	employee_growth_12m_pct	digital_maturity_score	cash_flow_volatility_score	reporting_delay_days	compliance_risk_score	attrition_rate_pct	hiring_velocity_score	campaign_roi_x	cac_growth_pct	lead_conversion_pct	process_efficiency_score	on_time_delivery_pct	expansion_complexity_score	fundraising_readiness_score	data_maturity_score	cyber_risk_score	project_backlog_score	automation_potential_score	customer_concentration_score	board_reporting_complexity_score	geographic_spread_count	cfo_need_score	cto_need_score	chro_need_score	cmo_need_score	coo_need_score	full_time_equivalent_cost_aed	fractional_ai_solution_cost_aed	pipeline_stage	need_score_std	need_score_mean	q1_pipeline_inquiries	q2_pipeline_inquiries	q3_pipeline_inquiries	q4_pipeline_inquiries	rev_growth_q1_pct	rev_growth_q2_pct	rev_growth_q3_pct	rev_growth_q4_pct	preferred_outreach_channel	offer_type	ab_test_variant	treatment_flag	days_since_last_contact	sales_touchpoints_90d	meetings_booked_90d	proposal_count_90d	recommended_acv_aed	ai_attach_value_aed	response_probability	baseline_conversion_probability	incremental_uplift_pct	expected_close_days	expected_contract_term_months	upsell_propensity_score	cross_sell_readiness_score	account_health_score	client_churn_risk_score	next_service_expansion_days	forecast_2q_revenue_aed	expected_roi_multiple	company_context_line	hq_zone	hq_zone_context	city	region	country	latitude	longitude
DXB075	EMSTEEL	Dubai	Industrials	Tier 2	14.06	Large	15	4831	CMO	66.4	CTO	58.5	CMO lead + CTO add-on + AI support	CMO-led advisory	2710000	71.9	1661750	2902523	0.665	1105064	62.5	Moderate	Growth efficiency	Managed Complexity	CHRO	Talent Screening Agent; HR Policy Q&A Agent; Workforce Analytics Agent	Offer pilot with AI add-ons	9.7	4.8	51	47	5	65	23.7	63	1.38	25.3	10	63	97	57	84	54	75	52	80	55	51	2	52.6	58.5	54.5	66.4	36.2	3770000	1060000	Negotiation	11.1	53.64	14	10	11	4	12.5	13.7	12.9	14.2	Founder referral	Transformation workshop	A	0	32	6	2	1	1410750	251000	0.615	0.615	0	23	16	68.2	62.8	55.6	38.2	97	1105064	2.56	EMSTEEL is a Dubai-based industrials corporate in the large with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CTO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.2028	55.28165
DXB076	NMDC Energy	Dubai	Industrials	Tier 3	8.89	Upper-Mid	4.5	16131	CHRO	55.8	CTO	53.2	CHRO lead + CTO add-on + AI support	CHRO-led advisory	2650000	72.2	1404500	1481109	0.467	655902	53.8	Monitor	People scaling	Managed Complexity	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	10.5	10.4	67	51	23	42	15.5	51	2.95	23.7	16.9	73	73.9	49	27	58	87	65	51	46	38	8	48.3	53.2	55.8	45.2	50.4	3670000	1020000	Discovery	4.13	50.58	12	2	10	14	-0.6	2.3	4.6	6.9	Industry event	Transformation workshop	C	1	83	15	6	2	1188300	216200	0.647	0.597	8.4	47	10	58.4	62	66.5	33.4	115	655902	2.6	NMDC Energy is a Dubai-based industrials corporate in the upper-mid with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.1004	55.169599999999996
DXB077	Al Seer Marine	Dubai	Industrials	Tier 2	14.77	Large	6.2	2153	CFO	53.1	CMO	49.6	CFO lead + CMO add-on + AI support	CFO-led advisory	2835000	70.6	1706300	3492744	0.331	564785	49.4	Monitor	Finance stress	Managed Complexity	CHRO	Talent Screening Agent; HR Policy Q&A Agent; Workforce Analytics Agent	Run diagnostic outreach	14.2	0	50	41	18	34	14.6	74	1.53	12	14.1	63	91.8	39	85	89	31	67	32	62	89	1	53.1	39.8	42.5	49.6	37	4015000	1180000	Prospect	6.75	44.4	13	4	11	5	7.6	9.1	11.5	6.6	Industry event	Cost-savings diagnostic	C	0	89	13	5	2	1512900	193400	0.587	0.587	0	92	20	50.2	52.7	59	40	139	367110	2.4	Al Seer Marine is a Dubai-based industrials corporate in the large with monitor pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CMO is the strongest secondary expansion path.	Jumeirah Lakes Towers	Mixed corporate cluster with varied finance, people, and operating-model needs.	Dubai	Dubai	UAE	25.0548	55.15755
DXB078	Yalla Group	Dubai	Technology	Tier 3	7.58	Upper-Mid	16.6	6461	CHRO	64.1	COO	57.6	CHRO lead + COO add-on + AI support	CTO-led transformation	2570000	71.7	1466850	1942243	0.714	1047331	61.1	Moderate	People scaling	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Convert pilot to annual retainer	24.5	4.1	91	46	32	19	18.4	71	0.69	20.8	15.6	53	78.8	57	42	30	58	75	90	35	81	10	50.9	56.5	64.1	56.8	57.6	3585000	1015000	Pilot	4.69	57.18	5	10	6	8	12.3	16.4	17.5	16.4	LinkedIn outbound	CXO advisory sprint	C	0	73	11	3	1	1203850	263000	0.576	0.576	0	7	12	71.3	71.1	62.4	32.7	123	1047331	2.53	Yalla Group is a Dubai-based technology corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.0962	55.1633
DXB079	Arada	Dubai	Real Estate	Tier 2	14	Large	10.6	14981	CHRO	70	CMO	59	CHRO lead + CMO add-on + AI support	COO-led transformation	2415000	70.7	1573100	3026787	0.432	679579	66.2	High	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Run diagnostic outreach	16.9	16.4	49	45	9	49	27.2	60	4.08	21.4	5	83	93.6	65	53	53	26	29	52	73	54	6	47	44.9	70	59	32.8	3415000	1000000	Prospect	14.22	50.74	10	6	6	10	6	7.6	7.1	12.6	Warm intro	CXO advisory sprint	A	1	35	11	5	3	1355700	217400	0.788	0.738	6.8	94	18	62.2	64.5	64.5	33.9	128	441726	2.42	Arada is a Dubai-based real estate corporate in the large with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.20385	55.26355
DXB080	Dulsco Group	Dubai	Business Services	Tier 3	4.08	Upper-Mid	17.8	25527	CHRO	55.3	CTO	53.3	CHRO lead + CTO add-on + AI support	CHRO-led advisory	2650000	72.2	1434150	1549317	0.411	589436	60.9	Moderate	People scaling	Scale-up Pressure	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Book discovery call	14.1	8.1	56	29	6	33	25.5	34	3.65	3.1	6.9	78	62.9	86	83	63	54	50	55	63	59	2	47	53.3	55.3	52.8	51.2	3670000	1020000	Qualified	3.12	51.92	10	5	7	11	15.4	13	18	21.2	Partner referral	CXO advisory sprint	B	0	61	2	1	1	1213150	221000	0.59	0.59	0	95	10	65.2	61.5	58.6	37.1	128	383133	2.6	Dulsco Group is a Dubai-based business services corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	Dubai Silicon Oasis	Innovation-oriented area with scaling, systems, and process design needs.	Dubai	Dubai	UAE	25.1068	55.3682
DXB081	Imdaad	Dubai	Business Services	Tier 3	4.78	Upper-Mid	9.3	4250	CMO	66	COO	63.6	CMO lead + COO add-on + AI support	CMO-led advisory	2630000	71.4	1481800	2417186	0.469	694964	70.4	High	Growth efficiency	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Book discovery call	14.2	10.2	43	56	31	36	11.1	42	1.44	5	3.5	67	76.6	91	23	81	47	90	42	16	59	8	56.6	58.4	55.8	66	63.6	3685000	1055000	Qualified	4.49	60.08	9	8	9	5	8.6	8	13.9	10.5	LinkedIn outbound	CXO advisory sprint	C	1	62	13	4	2	1276400	205400	0.709	0.659	7.6	74	15	67.1	63.4	64.6	34.1	90	694964	2.49	Imdaad is a Dubai-based business services corporate in the upper-mid with high pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; COO is the strongest secondary expansion path.	Jumeirah Lakes Towers	Mixed corporate cluster with varied finance, people, and operating-model needs.	Dubai	Dubai	UAE	25.0688	55.1299
DXB082	Transguard Group	Dubai	Business Services	Tier 3	6.14	Upper-Mid	12.9	4177	CMO	69.6	CHRO	67.9	CMO lead + CHRO add-on + AI support	CMO-led advisory	2340000	68.2	1560750	1945735	0.633	987955	72.9	High	Growth efficiency	Managed Complexity	CTO; COO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent; Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Send commercial proposal	12.3	0.8	56	31	14	37	29.1	99	0.94	16.6	6.8	68	63.6	88	30	89	72	79	88	19	38	1	43.4	62	67.9	69.6	58.8	3430000	1090000	Proposal	10.43	60.34	9	3	11	6	8.6	14.9	13.2	14	Partner referral	Transformation workshop	A	1	36	4	1	0	1255150	305600	0.722	0.672	7.4	48	11	79.2	72.5	58.9	34.7	115	987955	2.15	Transguard Group is a Dubai-based business services corporate in the upper-mid with high pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Jumeirah Lakes Towers	Mixed corporate cluster with varied finance, people, and operating-model needs.	Dubai	Dubai	UAE	25.068099999999998	55.1243
DXB083	Emirates Post Group	Dubai	Logistics	Tier 1	38.06	Mega	4.2	5203	CHRO	51.3	CTO	50.9	CHRO lead + CTO add-on + AI support	COO-led transformation	2650000	72.2	1690450	2609632	0.451	762393	49.1	Monitor	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Share tailored problem map	16	10.5	81	54	27	50	7.4	53	4.09	3.9	5	62	96.7	41	21	36	66	88	33	65	56	10	50.6	50.9	51.3	42.4	47.9	3670000	1020000	Discovery	3.73	48.62	8	14	1	7	-0.1	3.6	6.5	2.8	LinkedIn outbound	Transformation workshop	A	1	26	12	3	1	1495850	194600	0.64	0.59	8.5	58	15	51.7	61.2	70.4	31.9	104	762393	2.6	Emirates Post Group is a Dubai-based logistics corporate in the mega with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	Dubai South	Logistics and expansion corridor with execution and operating-efficiency relevance.	Dubai	Dubai	UAE	24.91115	55.1439
DXB084	Wasl	Dubai	Real Estate	Tier 1	34.19	Mega	15.3	14004	CHRO	59.7	CMO	51.3	CHRO lead + CMO add-on + AI support	COO-led transformation	2415000	70.7	1695150	3334244	0.376	637376	56.5	Moderate	People scaling	Transformation Gap	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Run diagnostic outreach	29	16.9	48	52	15	51	25.8	61	4.1	16.6	9.7	59	75.9	54	28	53	32	52	32	17	70	1	45.7	45.7	59.7	51.3	45.6	3415000	1000000	Prospect	6.15	49.6	6	8	14	5	13.4	9.7	17.3	18.2	LinkedIn outbound	CXO advisory sprint	B	1	15	9	3	1	1501750	193400	0.682	0.632	7.9	102	19	53.3	56.7	55.3	40.4	123	414294	2.42	Wasl is a Dubai-based real estate corporate in the mega with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.213649999999998	55.2884
DXB085	Nakheel	Dubai	Real Estate	Tier 1	27.63	Mega	8.6	18472	CTO	58	CHRO	55.1	CTO lead + CHRO add-on + AI support	COO-led transformation	2620000	70.2	1975750	3320607	0.418	825864	64.5	Moderate	Tech modernization	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Run diagnostic outreach	28.8	-2.1	63	52	29	36	27.5	35	1.54	10.5	17	80	70.5	94	51	33	43	33	90	14	28	3	51.8	58	55.1	50.3	48	3730000	1110000	Prospect	3.95	52.64	2	1	13	5	2.5	4.8	10.7	10.2	Partner referral	Transformation workshop	C	1	44	15	5	1	1712750	263000	0.753	0.703	7.1	90	15	75.8	73.1	65.2	31.2	128	825864	2.36	Nakheel is a Dubai-based real estate corporate in the mega with moderate pressure, where a CTO-led offer is most relevant because the account shows signals of tech modernization; CHRO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.2035	55.287
DXB086	Meraas	Dubai	Real Estate	Tier 2	20.55	Large	16.5	14725	CHRO	58.5	CFO	53.7	CHRO lead + CFO add-on + AI support	COO-led transformation	2800000	72.9	1560900	2769119	0.439	685235	53	Monitor	People scaling	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Share tailored problem map	21.7	2	63	60	29	62	25	66	4.03	5.1	3.4	60	77.8	37	56	90	79	51	47	70	26	6	53.7	42.9	58.5	50.5	45.9	3840000	1040000	Discovery	6.18	50.3	2	7	14	13	11.8	15.7	18.4	17.5	Partner referral	CXO advisory sprint	A	0	57	1	0	0	1349500	211400	0.544	0.544	0	79	17	55.5	56.7	54.1	40.4	143	685235	2.69	Meraas is a Dubai-based real estate corporate in the large with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CFO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.19195	55.2814
DXB087	Dubai South	Dubai	Transport Infrastructure	Tier 3	6.2	Upper-Mid	8.2	3796	CHRO	53.1	CTO	47.5	CHRO lead + CTO add-on + AI support	CHRO-led advisory	2650000	72.2	1391550	1886446	0.463	644288	52.5	Monitor	People scaling	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Share tailored problem map	31.1	9.1	76	49	26	43	9.7	74	3.98	0	3.7	71	80.7	57	7	62	85	48	44	87	25	6	41.1	47.5	53.1	45.7	44.1	3670000	1020000	Discovery	4.47	46.3	1	11	4	4	3.4	9.3	8.7	11.9	Partner referral	Cost-savings diagnostic	C	0	69	10	4	2	1183750	207800	0.647	0.647	0	58	13	55.3	62.3	70.7	31.4	107	644288	2.6	Dubai South is a Dubai-based transport infrastructure corporate in the upper-mid with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	Dubai Media City	Commercial hub with strong brand, growth, and marketing execution relevance.	Dubai	Dubai	UAE	25.1105	55.16775
DXB088	Dubai Investments	Dubai	Conglomerate	Tier 1	31.81	Mega	10.7	51907	CMO	55.4	CHRO	54.4	CMO lead + CHRO add-on + AI support	CMO-led advisory	2400000	70	1773750	3054075	0.443	785771	48.9	Monitor	Growth efficiency	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Share tailored problem map	13.1	5.5	65	57	21	60	27.6	23	2.39	22.7	9.6	77	91.6	24	64	71	71	75	88	43	50	8	53.8	52.4	54.4	55.4	39.5	3430000	1030000	Discovery	6.57	51.1	5	9	7	7	6.7	10	10.4	9.5	LinkedIn outbound	Cost-savings diagnostic	B	0	21	7	2	1	1513150	260600	0.611	0.611	0	67	16	64.1	63.4	59.8	36.6	117	785771	2.33	Dubai Investments is a Dubai-based conglomerate corporate in the mega with monitor pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.194399999999998	55.2639
DXB089	National Bonds	Dubai	Financial Services	Tier 2	12.93	Large	11.2	3705	CFO	57	CHRO	55.5	CFO lead + CHRO add-on + AI support	CFO-led governance	2760000	70.2	1733400	2938376	0.476	825098	56	Moderate	Finance stress	Digitally Mature	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	27.4	13.1	76	52	26	94	15.4	48	3.56	10.2	13.8	66	69.8	54	54	77	43	25	52	25	44	7	57	35.3	55.5	41.2	46.1	3930000	1170000	Discovery	9.27	47.02	6	8	8	3	7.9	10.5	10.7	11.8	LinkedIn outbound	Cost-savings diagnostic	C	1	61	9	2	1	1516000	217400	0.655	0.605	8.3	64	16	59.7	64.7	66.9	32.9	127	825098	2.36	National Bonds is a Dubai-based financial services corporate in the large with moderate pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CHRO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.20705	55.2775
DXB090	National General Insurance	Dubai	Insurance	Tier 3	6.08	Upper-Mid	10.9	2903	CTO	60.2	COO	56.1	CTO lead + COO add-on + AI support	CFO-led governance	2850000	71.5	1598150	1936425	0.661	1056377	61.7	Moderate	Tech modernization	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Offer pilot with AI add-ons	17.8	15.2	55	43	13	52	12.4	35	2.6	22.3	14.2	50	68.3	73	67	52	74	51	81	21	46	4	50.1	60.2	48.9	54.8	56.1	3985000	1135000	Negotiation	4.6	54.02	14	9	2	11	12	12	11.1	12.4	LinkedIn outbound	CXO advisory sprint	A	1	83	5	2	1	1345950	252200	0.609	0.559	8.9	24	11	70.8	64.7	58.6	36.3	118	1056377	2.51	National General Insurance is a Dubai-based insurance corporate in the upper-mid with moderate pressure, where a CTO-led offer is most relevant because the account shows signals of tech modernization; COO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.215799999999998	55.268750000000004
DXB091	Union Coop	Dubai	Retail	Tier 3	9.32	Upper-Mid	5	54158	CHRO	57	COO	44.6	CHRO lead + COO add-on + AI support	CMO-led growth	2570000	71.7	1379150	1419898	0.627	864727	50.1	Monitor	People scaling	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Offer pilot with AI add-ons	13.1	0.7	68	43	10	35	24.5	85	3.57	8.3	15.1	55	75	38	20	41	34	50	49	40	69	3	40.9	43.1	57	35.9	44.6	3585000	1015000	Negotiation	7.83	44.3	4	1	6	12	4	6.5	5.8	6	Partner referral	Cost-savings diagnostic	C	0	73	11	3	1	1165350	213800	0.612	0.612	0	14	10	51.8	57.9	56.5	39.3	127	864727	2.53	Union Coop is a Dubai-based retail corporate in the upper-mid with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.19965	55.26485
DXB092	Choithrams	Dubai	Retail	Tier 2	21.3	Large	8	24709	CHRO	59.9	CFO	58.7	CHRO lead + CFO add-on + AI support	CMO-led growth	2800000	72.9	1599200	3446761	0.425	679660	61.2	Moderate	People scaling	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Book discovery call	10	9.5	49	53	29	29	13.2	54	3.39	23.8	10	73	93.2	68	56	93	51	62	55	79	77	10	58.7	49	59.9	56.5	46.4	3840000	1040000	Qualified	6.04	54.1	4	7	1	7	5	5.6	5.7	5.4	Warm intro	CXO advisory sprint	A	1	83	3	1	0	1378200	221000	0.643	0.593	8.4	94	20	64.5	61.3	64	34.6	109	441779	2.69	Choithrams is a Dubai-based retail corporate in the large with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CFO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.17515	55.2659
DXB093	Spinneys	Dubai	Retail	Tier 2	22.37	Large	10.4	46616	CMO	63.5	CHRO	62.9	CMO lead + CHRO add-on + AI support	CMO-led growth	2400000	70	1595550	3100444	0.716	1142414	58.1	Moderate	Growth efficiency	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Convert pilot to annual retainer	7.9	10.5	45	44	18	36	20.5	56	2.68	20.8	3.7	77	90.5	37	10	84	73	91	71	78	26	10	40.1	57.5	62.9	63.5	46.1	3430000	1030000	Pilot	10.46	54.02	1	6	2	1	6.9	10.3	9.9	12.5	Warm intro	Cost-savings diagnostic	C	0	76	3	1	1	1355350	240200	0.618	0.618	0	14	18	65	60	59.6	37.7	132	1142414	2.33	Spinneys is a Dubai-based retail corporate in the large with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.1685	55.255050000000004
DXB094	Ducab	Dubai	Industrials	Tier 3	8.72	Upper-Mid	7.2	16586	CMO	62.4	CFO	55.9	CMO lead + CFO add-on + AI support	CMO-led advisory	2860000	72.6	1533650	1691081	0.607	930926	66.7	High	Growth efficiency	Managed Complexity	CHRO	Talent Screening Agent; HR Policy Q&A Agent; Workforce Analytics Agent	Send commercial proposal	13	17.7	58	46	33	41	12.5	62	1.38	0.2	2.9	68	76.5	92	9	83	18	74	71	24	71	2	55.9	51.7	55.6	62.4	54.8	3940000	1080000	Proposal	3.91	56.08	2	13	7	2	6.1	4.3	7.1	8.6	Warm intro	CXO advisory sprint	A	1	48	1	0	0	1293450	240200	0.69	0.64	7.8	54	10	71.1	67.8	66.5	31.6	122	930926	2.65	Ducab is a Dubai-based industrials corporate in the upper-mid with high pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CFO is the strongest secondary expansion path.	Dubai South	Logistics and expansion corridor with execution and operating-efficiency relevance.	Dubai	Dubai	UAE	24.882099999999998	55.16735
DXB095	ALEC Engineering and Contracting	Dubai	Construction	Tier 2	14.75	Large	2.2	17134	CFO	61.9	CTO	57.4	CFO lead + CTO add-on + AI support	COO-led transformation	3070000	71.9	1798800	3286149	0.474	852631	58.8	Moderate	Finance stress	Managed Complexity	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	17	11.2	39	81	16	62	12.1	37	4.08	2.5	8.9	86	71.1	52	69	79	61	81	65	39	71	10	61.9	57.4	53.8	41.7	56.2	4270000	1200000	Discovery	7.58	54.2	10	9	5	4	0.1	-1	2.4	5.4	LinkedIn outbound	Cost-savings diagnostic	C	1	94	2	1	1	1565800	233000	0.615	0.565	8.8	75	17	63.7	58.1	64.8	35.4	118	852631	2.56	ALEC Engineering and Contracting is a Dubai-based construction corporate in the large with moderate pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CTO is the strongest secondary expansion path.	Dubai Silicon Oasis	Innovation-oriented area with scaling, systems, and process design needs.	Dubai	Dubai	UAE	25.13515	55.37835
DXB096	Sobha Realty	Dubai	Real Estate	Tier 3	8.64	Upper-Mid	1.1	8378	CHRO	62	COO	58.4	CHRO lead + COO add-on + AI support	COO-led transformation	2570000	71.7	1415050	1808691	0.578	817899	58.3	Moderate	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Send commercial proposal	22.3	-2	74	48	30	38	23.8	59	1.1	6.6	14	44	68.8	48	19	42	58	53	55	47	71	10	49.1	48.1	62	45.6	58.4	3585000	1015000	Proposal	7.13	52.64	6	3	2	2	0.1	1.3	0.5	6.1	Warm intro	Cost-savings diagnostic	A	1	66	1	0	0	1194050	221000	0.678	0.628	8	54	12	61.2	65.7	57.6	36.4	94	817899	2.53	Sobha Realty is a Dubai-based real estate corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.1881	55.28245
DXB097	G42	Dubai	Technology	Tier 3	5.21	Upper-Mid	23.2	1278	CHRO	62.7	COO	50.7	CHRO lead + COO add-on + AI support	CTO-led transformation	2570000	71.7	1380300	1980730	0.455	628036	54.2	Moderate	People scaling	Scale-up Pressure	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Share tailored problem map	25.7	16.1	87	33	5	45	22.1	38	3.17	0.1	9.5	48	68.7	35	38	59	35	37	38	72	33	10	33.1	31.9	62.7	43.7	50.7	3585000	1015000	Discovery	12.84	44.42	9	12	12	4	23.2	19.4	24.7	24.4	Warm intro	CXO advisory sprint	B	0	45	6	1	0	1179700	200600	0.593	0.593	0	70	14	50.6	60.5	59.1	37.3	147	628036	2.53	G42 is a Dubai-based technology corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.0794	55.161199999999994
DXB098	Abu Dhabi National Hotels	Dubai	Hospitality	Tier 2	14.74	Large	6.8	3903	CHRO	51.2	CMO	50.7	CHRO lead + CMO add-on + AI support	CHRO-led scaleup	2415000	70.7	1506600	2820766	0.613	923546	47.2	Monitor	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Offer pilot with AI add-ons	11.3	1.5	57	35	18	58	12.9	56	3.68	6.8	2.6	46	85	32	40	80	29	31	52	81	62	10	47.1	34.7	51.2	50.7	42.4	3415000	1000000	Negotiation	6.85	45.22	2	5	2	8	1.6	6.1	6.6	9	LinkedIn outbound	Cost-savings diagnostic	C	1	69	3	1	1	1289200	217400	0.59	0.54	9.3	29	18	54.6	56.4	57.1	39.7	123	923546	2.42	Abu Dhabi National Hotels is a Dubai-based hospitality corporate in the large with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.2049	55.2695
DXB099	Burjeel Holdings	Dubai	Healthcare	Tier 2	18.79	Large	7.2	22484	CHRO	59.1	CTO	49.7	CHRO lead + CTO add-on + AI support	CHRO-led scaleup	2650000	72.2	1526850	2980134	0.391	596998	55.5	Moderate	People scaling	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Book discovery call	12.7	6.7	74	27	19	72	10.8	83	3.45	24	13.7	90	93.6	53	20	63	88	72	28	73	29	9	43.7	49.7	59.1	47.7	38.5	3670000	1020000	Qualified	7.66	47.74	11	14	4	9	-0.8	6.8	6.5	9.1	Founder referral	Transformation workshop	B	1	89	11	2	1	1338250	188600	0.576	0.526	9.5	82	19	51.2	57.7	72.1	32.2	131	596998	2.6	Burjeel Holdings is a Dubai-based healthcare corporate in the large with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.1832	55.2624
